,isSpam,isRe,underscore,priority,isInReplyTo,sortedRec,subPunc,multipartText,hasImages,isPGPsigned,subSpamWords,noHost,numEnd,isYelling,isOrigMsg,isDear,isWrote,numLines,bodyCharCt,subExcCt,subQuesCt,numAtt,numRec,perCaps,hour,perHTML,subBlanks,forwards,avgWordLen,numDlr
11,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,20,602,0,0,0.0,1,4.785894206549118,14.0,0.0,10.63829787234043,0.0,4.841463414634147,0
12,0,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,27,1026,0,3,0.0,2,4.454022988505747,15.0,0.0,14.893617021276595,40.74074074074074,4.218181818181818,0
13,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,28,1036,0,0,0.0,2,3.488372093023256,15.0,0.0,15.555555555555555,7.142857142857143,4.03125,0
14,0,T,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,54,1758,0,0,1.0,2,7.73286467486819,15.0,0.0,12.5,37.03703703703704,4.1231884057971016,0
15,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,89,4541,0,0,0.0,1,2.441794434980125,15.0,0.0,17.647058823529417,0.0,4.898470097357441,0
16,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,24,630,0,0,0.0,1,8.636363636363637,15.0,0.0,12.0,0.0,4.271844660194175,0
17,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,36,1180,0,0,0.0,1,7.133917396745932,16.0,0.0,11.864406779661019,16.666666666666668,4.3901098901098905,0
18,0,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,30,895,0,0,0.0,2,7.480916030534351,16.0,0.0,12.5,73.33333333333333,4.580419580419581,0
19,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,21,466,0,1,0.0,1,11.481481481481481,16.0,0.0,12.121212121212121,0.0,4.285714285714286,0
20,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,26,873,0,0,0.0,1,7.491289198606272,11.0,0.0,7.9999999999999964,0.0,4.555555555555555,0
21,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,14,503,0,0,0.0,1,4.218362282878412,16.0,0.0,9.999999999999998,0.0,4.380434782608695,0
22,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,23,506,0,1,0.0,1,11.824324324324325,16.0,0.0,13.513513513513509,17.391304347826086,4.228571428571429,0
23,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,33,1416,0,0,0.0,1,5.368516833484986,16.0,0.0,12.5,3.0303030303030303,4.131578947368421,0
24,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,41,1605,0,0,0.0,1,5.707196029776675,16.0,0.0,12.5,63.41463414634146,4.140410958904109,0
25,0,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,52,1057,0,1,0.0,1,13.153961136023916,17.0,0.0,13.513513513513509,0.0,4.489932885906041,0
26,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,35,906,0,0,0.0,1,5.523255813953488,18.0,0.0,12.5,22.857142857142858,4.3544303797468356,0
27,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,75,2363,0,0,0.0,1,2.6344086021505375,18.0,0.0,14.70588235294118,8.0,4.492753623188406,0
28,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,33,1267,0,0,0.0,1,6.428571428571429,18.0,0.0,16.216216216216218,0.0,4.100418410041841,0
29,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,11,324,0,0,0.0,3,6.097560975609756,19.0,0.0,9.090909090909093,0.0,4.1,0
30,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,22,522,0,0,0.0,3,4.639175257731959,19.0,0.0,9.090909090909093,54.54545454545455,4.041666666666667,0
31,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,38,1713,0,0,0.0,1,7.436096049573973,12.0,0.0,7.9999999999999964,0.0,4.817164179104478,0
32,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,74,2836,0,0,0.0,1,5.190311418685121,19.0,0.0,13.461538461538458,75.67567567567568,4.258947368421053,0
33,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,10,358,0,0,0.0,1,1.4134275618374559,20.0,0.0,14.28571428571429,0.0,4.223880597014926,0
34,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,20,898,0,0,0.0,1,6.802721088435374,20.0,0.0,0.0,0.0,4.780487804878049,0
35,0,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,18,336,0,0,0.0,1,5.128205128205129,21.0,0.0,2.4390243902439046,0.0,4.9787234042553195,0
36,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,15,264,0,0,0.0,1,6.030150753768845,21.0,0.0,13.636363636363635,6.666666666666667,4.5227272727272725,0
37,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,29,717,0,0,0.0,1,3.7800687285223367,21.0,0.0,12.0,0.0,4.890756302521009,0
38,0,T,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,33,906,0,0,0.0,1,7.033639143730887,21.0,0.0,15.384615384615385,12.121212121212121,4.1923076923076925,0
39,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,62,2713,0,0,0.0,1,4.815334268349696,22.0,0.0,5.882352941176472,4.838709677419355,4.62987012987013,0
40,0,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,F,62,1895,0,0,0.0,1,6.118286879673692,22.0,0.0,17.07317073170732,0.0,4.263768115942029,0
41,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,44,1502,0,0,0.0,2,5.028462998102467,23.0,0.0,13.793103448275868,40.90909090909091,4.319672131147541,0
42,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,32,1095,0,0,0.0,0,5.090909090909091,13.0,0.0,18.918918918918916,3.125,4.714285714285714,0
43,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,30,1034,0,0,0.0,1,5.0245098039215685,0.0,0.0,5.882352941176472,46.666666666666664,4.533333333333333,0
44,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,16,542,0,0,0.0,1,3.439153439153439,1.0,0.0,19.047619047619047,12.5,4.2,0
45,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,9,340,0,0,0.0,1,3.875968992248062,1.0,0.0,5.882352941176472,33.333333333333336,4.607142857142857,0
46,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,106,2251,0,0,0.0,1,10.56338028169014,7.0,0.0,17.07317073170732,2.830188679245283,5.022508038585209,0
47,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,30,1137,0,0,0.0,1,7.036535859269283,8.0,0.0,5.882352941176472,66.66666666666667,4.737179487179487,0
48,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,23,845,0,0,0.0,1,3.945371775417299,8.0,0.0,5.882352941176472,26.08695652173913,4.279220779220779,0
49,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,5,117,0,0,0.0,3,6.172839506172839,10.0,0.0,17.391304347826086,0.0,3.375,0
50,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,37,1049,0,0,0.0,1,4.625,15.0,0.0,13.33333333333333,37.83783783783784,4.2105263157894735,0
51,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,25,1143,0,0,0.0,2,4.4692737430167595,15.0,0.0,13.636363636363635,4.0,4.786096256684492,0
52,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,21,522,0,0,0.0,1,10.621761658031089,15.0,0.0,6.896551724137934,14.285714285714286,4.020833333333333,0
53,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,40,1257,0,0,0.0,1,2.6172300981461287,13.0,0.0,9.999999999999998,15.0,4.057522123893805,0
54,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,99,4502,0,1,0.0,1,3.47365322343244,15.0,0.0,15.625,27.272727272727273,4.3,1
55,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,12,305,0,0,0.0,1,3.7037037037037037,15.0,0.0,18.36734693877551,0.0,4.584905660377358,0
56,0,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,45,1151,0,0,0.0,2,28.475336322869953,15.0,0.0,18.867924528301884,0.0,4.821621621621621,2
57,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,27,858,0,0,0.0,1,4.109589041095891,15.0,0.0,11.111111111111116,37.03703703703704,4.262773722627737,0
58,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,21,700,0,0,0.0,1,3.3203125,15.0,0.0,13.33333333333333,0.0,4.338983050847458,0
59,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,10,228,0,0,0.0,1,1.3333333333333333,16.0,0.0,19.999999999999996,0.0,5.0,0
60,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,27,592,0,0,0.0,2,10.904255319148936,17.0,0.0,12.5,7.407407407407407,4.7594936708860756,0
61,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,32,1207,0,0,0.0,1,4.094292803970223,17.0,0.0,13.33333333333333,0.0,4.658959537572255,0
62,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,24,951,0,1,0.0,1,4.185351270553064,21.0,0.0,16.666666666666664,0.0,4.645833333333333,0
63,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,34,1052,0,1,0.0,1,4.365620736698499,0.0,0.0,17.021276595744684,17.647058823529413,4.469512195121951,0
64,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,31,1021,0,0,0.0,1,6.116642958748222,13.0,0.0,15.217391304347828,6.451612903225806,4.234939759036145,0
65,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,23,595,0,0,0.0,1,5.013192612137203,2.0,0.0,11.428571428571432,0.0,4.511904761904762,0
66,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,62,2696,0,1,0.0,3,8.910386965376782,13.0,0.0,17.021276595744684,20.967741935483872,4.316483516483516,0
67,0,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,36,895,0,0,1.0,1,10.059171597633137,15.0,0.0,15.384615384615385,0.0,4.447368421052632,0
68,0,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,65,1335,0,0,1.0,1,10.88580576307364,15.0,0.0,17.647058823529417,40.0,4.164444444444444,0
69,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,280,16164,0,0,0.0,1,11.10347535833497,15.0,0.0,10.526315789473683,2.5,4.638433515482696,0
70,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,13,132,0,0,0.0,1,0.0,15.0,0.0,16.666666666666664,0.0,3.1818181818181817,0
71,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,28,689,0,0,0.0,1,10.416666666666666,15.0,0.0,17.647058823529417,0.0,4.571428571428571,0
72,0,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,61,2277,1,0,2.0,1,3.801169590643275,16.0,0.0,15.789473684210531,0.0,4.7899159663865545,0
73,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,102,4408,0,0,0.0,2,2.5159342502515933,17.0,0.0,13.749999999999996,0.0,4.436011904761905,0
74,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,46,1382,0,0,0.0,1,21.99349945828819,2.0,0.0,11.538461538461542,0.0,4.661616161616162,0
75,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,25,718,0,0,0.0,1,7.625272331154684,13.0,0.0,15.217391304347828,12.0,3.956896551724138,0
76,0,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,83,2781,0,0,0.0,2,4.084574723690533,21.0,0.0,19.047619047619047,10.843373493975903,5.026570048309178,0
77,0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,18,345,0,0,0.0,2,5.2631578947368425,15.0,0.0,5.882352941176472,0.0,4.290322580645161,0
78,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,25,727,0,0,0.0,1,2.5996533795493932,20.0,0.0,19.047619047619047,16.0,4.438461538461539,0
79,0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,30,941,0,0,0.0,2,2.5034770514603615,20.0,0.0,19.047619047619047,26.666666666666668,3.907608695652174,0
80,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,69,3591,0,0,0.0,2,5.219495333563775,22.0,0.0,20.833333333333336,1.4492753623188406,4.49223602484472,0
81,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,14,327,0,0,0.0,1,1.937984496124031,20.0,0.0,19.047619047619047,28.571428571428573,4.867924528301887,0
82,0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,11,193,0,0,0.0,2,10.9375,23.0,0.0,20.588235294117652,0.0,4.0,0
83,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,84,3883,0,0,0.0,2,2.1759697256385997,23.0,0.0,14.583333333333337,0.0,5.189852700490999,2
84,0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,28,1014,0,0,0.0,2,3.6895674300254453,8.0,0.0,15.384615384615385,21.428571428571427,4.391061452513966,0
85,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,14,331,0,0,0.0,3,4.365079365079365,1.0,0.0,17.391304347826086,21.428571428571427,4.344827586206897,0
86,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,38,1288,0,0,0.0,1,6.343713956170704,13.0,0.0,17.021276595744684,0.0,4.0514018691588785,0
87,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,22,614,0,0,0.0,1,6.605922551252847,1.0,0.0,15.384615384615385,0.0,3.752136752136752,0
88,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,42,1865,0,0,0.0,2,5.371024734982332,2.0,0.0,17.391304347826086,35.714285714285715,4.223880597014926,0
89,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,8,247,0,0,0.0,1,5.405405405405405,3.0,0.0,17.391304347826086,37.5,3.9361702127659575,0
90,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,18,711,0,0,0.0,1,3.474903474903475,6.0,0.0,17.391304347826086,11.11111111111111,4.666666666666667,0
91,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,26,605,0,1,0.0,1,6.340057636887608,7.0,0.0,14.814814814814813,53.84615384615385,3.9885057471264367,0
92,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,32,1143,0,0,0.0,2,4.664391353811149,7.0,0.0,17.391304347826086,37.5,4.507692307692308,0
93,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,21,290,0,1,0.0,1,8.962264150943396,9.0,0.0,16.36363636363637,0.0,5.72972972972973,0
94,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,127,4674,0,0,0.0,1,4.059040590405904,9.0,0.0,17.391304347826086,22.834645669291337,4.2565445026178015,0
95,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,26,1115,0,0,0.0,1,9.648127128263337,10.0,0.0,7.9999999999999964,0.0,4.15566037735849,0
96,0,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,37,1637,0,0,0.0,1,2.558314522197141,10.0,0.0,14.28571428571429,0.0,4.582758620689655,0
97,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,39,1182,0,0,0.0,1,6.617647058823529,14.0,0.0,15.217391304347828,12.820512820512821,4.03960396039604,0
98,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,30,982,0,0,0.0,1,6.727037516170763,10.0,0.0,14.70588235294118,0.0,4.392045454545454,0
99,0,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,F,53,1559,0,0,0.0,2,7.672413793103448,10.0,0.0,15.789473684210531,77.35849056603773,4.427480916030534,0
100,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,23,511,0,0,0.0,1,3.826530612244898,10.0,0.0,11.764705882352944,52.17391304347826,4.839506172839506,0
101,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,27,1023,0,0,0.0,1,8.174386920980927,10.0,0.0,15.789473684210531,33.333333333333336,4.421686746987952,0
102,0,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,44,1378,0,0,0.0,2,25.046728971962615,11.0,0.0,13.157894736842103,0.0,4.953703703703703,0
103,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,21,454,0,0,0.0,1,4.481792717086835,11.0,0.0,13.157894736842103,4.761904761904762,4.576923076923077,0
104,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,54,1660,0,0,0.0,2,16.584158415841586,11.0,0.0,15.789473684210531,37.03703703703704,4.53932584269663,0
105,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,17,439,0,0,0.0,1,7.142857142857143,11.0,0.0,11.764705882352944,0.0,4.8,0
106,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,64,2496,0,0,0.0,1,6.201146430432517,12.0,0.0,17.500000000000004,0.0,4.945876288659794,0
107,0,F,F,F,F,T,F,F,F,F,F,F,T,F,T,F,F,36,1047,0,0,0.0,1,11.390728476821192,14.0,0.0,14.28571428571429,8.333333333333334,4.265536723163842,0
108,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,126,5989,0,0,0.0,1,3.1613611416026344,14.0,0.0,6.25,0.0,4.405222437137331,0
109,0,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,20,726,0,1,0.0,1,0.9107468123861566,14.0,0.0,14.814814814814813,0.0,4.12781954887218,0
110,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,39,1125,0,0,0.0,2,5.700123915737299,17.0,0.0,14.28571428571429,48.717948717948715,4.225130890052356,0
111,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,19,489,0,0,0.0,2,7.142857142857143,19.0,0.0,10.344827586206895,10.526315789473685,4.2368421052631575,0
112,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,36,1118,0,1,0.0,1,3.9673278879813303,8.0,0.0,13.725490196078427,52.77777777777778,4.510526315789473,0
113,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,31,1266,0,0,0.0,1,3.896103896103896,8.0,0.0,11.111111111111116,0.0,4.429203539823009,0
114,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,34,1081,0,0,0.0,1,3.934010152284264,8.0,0.0,11.111111111111116,38.23529411764706,4.502857142857143,0
115,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,24,675,0,0,0.0,1,3.883495145631068,8.0,0.0,11.111111111111116,33.333333333333336,4.401709401709402,0
116,0,T,F,F,T,T,F,F,F,F,T,F,F,F,F,F,F,41,1528,0,0,0.0,1,3.6013400335008376,8.0,0.0,12.5,60.97560975609756,4.738095238095238,1
117,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,28,849,0,1,0.0,1,3.5398230088495577,9.0,0.0,13.11475409836066,0.0,4.109090909090909,0
118,0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,62,2054,0,1,0.0,2,4.3509272467903,9.0,0.0,13.846153846153841,75.80645161290323,4.313846153846153,0
119,0,T,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,36,932,0,0,1.0,2,8.7893864013267,14.0,0.0,12.5,25.0,4.216783216783217,0
120,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,19,610,0,0,0.0,2,6.431535269709544,9.0,0.0,14.70588235294118,0.0,4.191304347826087,0
121,0,T,F,F,T,T,F,F,F,F,T,F,F,F,F,F,T,27,1028,0,0,0.0,1,4.209183673469388,9.0,0.0,12.5,29.62962962962963,4.404494382022472,3
122,0,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,42,1221,0,0,0.0,1,6.4446831364124595,9.0,0.0,14.583333333333337,42.857142857142854,4.519417475728155,0
123,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,42,1618,0,0,0.0,2,3.3469387755102042,10.0,0.0,14.70588235294118,42.857142857142854,4.069767441860465,0
124,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,36,1030,0,0,0.0,1,8.575803981623277,11.0,0.0,7.692307692307687,16.666666666666668,4.534722222222222,0
125,0,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,58,1416,0,0,0.0,1,8.68131868131868,11.0,0.0,9.302325581395355,55.172413793103445,4.814814814814815,0
126,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,27,735,0,0,0.0,1,10.460251046025105,12.0,0.0,12.5,0.0,4.306306306306307,0
127,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,44,1782,0,0,0.0,1,6.230769230769231,12.0,0.0,16.326530612244895,0.0,4.498269896193771,0
128,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,55,1315,0,0,0.0,1,8.303677342823251,12.0,0.0,9.302325581395355,58.18181818181818,4.581521739130435,0
129,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,38,1544,0,0,0.0,1,5.923344947735192,12.0,0.0,12.0,0.0,4.763485477178423,0
130,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,19,848,0,0,0.0,1,5.564648117839607,14.0,0.0,11.111111111111116,0.0,4.849206349206349,0
131,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,24,810,0,0,0.0,1,6.941838649155723,15.0,0.0,6.896551724137934,8.333333333333334,4.037878787878788,0
132,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,23,770,0,0,0.0,1,8.365758754863814,16.0,0.0,12.5,13.043478260869565,4.63063063063063,0
133,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,46,1142,3,0,0.0,1,7.682119205298013,21.0,0.0,13.725490196078427,32.608695652173914,4.171270718232044,0
134,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,33,777,3,0,0.0,1,8.080808080808081,21.0,0.0,13.725490196078427,21.21212121212121,4.125,1
135,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,33,858,0,0,0.0,1,11.454545454545455,21.0,0.0,8.333333333333337,0.0,4.545454545454546,0
136,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,38,1107,0,0,0.0,1,5.953991880920162,22.0,0.0,11.363636363636365,0.0,4.398809523809524,0
137,0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,39,1172,0,0,0.0,1,6.658739595719382,22.0,0.0,9.999999999999998,0.0,4.6464088397790055,0
138,0,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,21,455,3,0,0.0,1,12.204724409448819,22.0,0.0,13.725490196078427,9.523809523809524,4.096774193548387,0
139,0,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,F,73,2511,0,0,0.0,2,2.890792291220557,1.0,0.0,14.28571428571429,35.61643835616438,4.132743362831858,7
140,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,28,727,0,0,0.0,1,5.506607929515418,2.0,0.0,11.428571428571432,0.0,4.54,0
141,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,20,602,0,0,0.0,1,4.785894206549118,14.0,0.0,10.63829787234043,0.0,4.841463414634147,0
142,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,61,2263,0,0,0.0,1,5.238467552775606,2.0,0.0,12.121212121212121,0.0,4.617328519855596,0
143,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,43,1208,0,0,0.0,1,7.673568818514007,3.0,0.0,15.517241379310342,25.58139534883721,4.437837837837838,3
144,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,43,1194,0,0,0.0,1,6.985294117647059,3.0,0.0,11.111111111111116,30.232558139534884,4.25,0
145,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,39,1090,0,1,0.0,1,8.933333333333334,3.0,0.0,15.151515151515149,12.820512820512821,4.1208791208791204,0
146,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,41,1000,3,0,0.0,1,8.307692307692308,4.0,0.0,13.725490196078427,29.26829268292683,4.248366013071895,0
147,0,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,50,1328,3,0,0.0,1,8.539325842696629,4.0,0.0,13.725490196078427,44.0,4.405940594059406,0
148,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,39,825,0,0,0.0,1,6.830122591943958,7.0,0.0,14.70588235294118,0.0,5.053097345132743,0
149,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,14,545,0,0,0.0,1,5.115089514066496,8.0,0.0,21.052631578947366,0.0,4.654761904761905,0
150,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,43,1596,0,0,0.0,1,3.3447684391080617,8.0,0.0,13.157894736842103,0.0,4.899159663865547,0
151,0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,12,462,0,0,0.0,1,6.289308176100629,8.0,0.0,13.888888888888884,0.0,4.24,0
